id,customer_name,sentiment,csat_score,date,reason,customer_city,customer_state,channel,response_time,call_duration_mins,center_city,center_state,customer_state_abbrev,month,day
GBB-07496034-u-535293-n8,Griz McGaw,Neutral,5.0,2020-10-15,Billing Question,Bakersfield,California,Call-Center,Within SLA,34,Los Angeles,California,CA,10,15
IMF-65869610-I-428282-DF,Emiline Faux,Neutral,6.0,2020-10-15,Billing Question,Riverside,California,Call-Center,Below SLA,33,Los Angeles,California,CA,10,15
EVL-32644170-R-069733-KK,Bastien Whitticks,Neutral,8.0,2020-10-15,Payments,Baton Rouge,Louisiana,Call-Center,Within SLA,17,Los Angeles,California,LA,10,15
UGM-45743027-J-268470-Qr,Burgess Thornber,Neutral,7.0,2020-10-15,Billing Question,Akron,Ohio,Email,Within SLA,43,Chicago,Illinois,OH,10,15
UOX-09633910-q-271908-Z7,Codie Magnus,Very Negative,2.0,2020-10-15,Billing Question,Evansville,Indiana,Web,Within SLA,11,Chicago,Illinois,IN,10,15
NMC-47028735-D-286114-0G,Stefano Timby,Negative,6.0,2020-10-15,Payments,Milwaukee,Wisconsin,Call-Center,Below SLA,45,Denver,Colorado,WI,10,15
YMF-86014824-D-319659-j0,Mab Alesbrook,Neutral,6.0,2020-10-15,Billing Question,Scottsdale,Arizona,Web,Within SLA,20,Denver,Colorado,AZ,10,15
MNE-57153547-M-908741-W0,Claudette Rodrigues,Negative,5.0,2020-10-15,Service Outage,New York City,New York,Chatbot,Within SLA,28,Baltimore,Maryland,NY,10,15
ZFZ-51350202-0-572222-Fd,Alexis Djekovic,Very Positive,9.0,2020-10-15,Billing Question,Anchorage,Alaska,Email,Below SLA,21,Baltimore,Maryland,AK,10,15
GOO-27422860-g-261921-M6,Darin Nunnerley,Negative,5.0,2020-10-15,Billing Question,Omaha,Nebraska,Call-Center,Within SLA,15,Los Angeles,California,NE,10,15
RNZ-98054709-N-826480-mp,Rae Denecamp,Negative,5.0,2020-10-15,Service Outage,Beaverton,Oregon,Email,Within SLA,30,Denver,Colorado,OR,10,15
QLV-07971068-4-643121-Ur,Petrina Whitemarsh,Negative,4.0,2020-10-15,Billing Question,Worcester,Massachusetts,Chatbot,Above SLA,13,Los Angeles,California,MA,10,15
UUF-34152994-7-000865-pZ,Arabela Pulford,Very Negative,2.0,2020-10-15,Service Outage,Schenectady,New York,Chatbot,Within SLA,21,Baltimore,Maryland,NY,10,15
EGL-94240378-c-960001-In,Kaja Badland,Neutral,8.0,2020-10-15,Billing Question,Denton,Texas,Chatbot,Within SLA,5,Baltimore,Maryland,TX,10,15
VQI-98297021-h-499376-k1,Lanny Karpinski,Very Positive,9.0,2020-10-15,Service Outage,Washington,District of Columbia,Chatbot,Within SLA,27,Chicago,Illinois,,10,15
VKD-06354983-Y-248667-RC,Iris Moseby,Negative,6.0,2020-10-15,Billing Question,Salt Lake City,Utah,Chatbot,Within SLA,9,Baltimore,Maryland,UT,10,15
DMA-96473858-H-875071-5N,Jordon Gedney,Very Positive,9.0,2020-10-15,Billing Question,Springfield,Illinois,Web,Below SLA,10,Baltimore,Maryland,IL,10,15
WJD-05926379-h-264142-el,Emmy Bastow,Negative,5.0,2020-10-15,Payments,El Paso,Texas,Call-Center,Within SLA,33,Los Angeles,California,TX,10,15
OEJ-35385747-a-924530-e1,Marlo Martschke,Neutral,5.0,2020-10-15,Billing Question,Colorado Springs,Colorado,Web,Below SLA,11,Denver,Colorado,CO,10,15
IHT-98756178-U-620258-f0,Inglis Reedman,Neutral,8.0,2020-10-15,Payments,San Bernardino,California,Call-Center,Within SLA,39,Baltimore,Maryland,CA,10,15
SXZ-17979676-D-804542-u1,Cacilia Recke,Very Negative,2.0,2020-10-15,Billing Question,San Jose,California,Email,Below SLA,38,Denver,Colorado,CA,10,15
EUR-91612329-8-905475-aU,Elbertine Byrkmyr,Negative,3.0,2020-10-15,Billing Question,Lafayette,Louisiana,Web,Within SLA,23,Baltimore,Maryland,LA,10,15
XZD-30620022-N-749462-bl,Flore Faber,Neutral,6.0,2020-10-15,Service Outage,Baton Rouge,Louisiana,Chatbot,Below SLA,30,Los Angeles,California,LA,10,15
ZXZ-39162473-r-699931-uY,Adara Gopsall,Very Negative,2.0,2020-10-15,Billing Question,Knoxville,Tennessee,Call-Center,Within SLA,11,Denver,Colorado,TN,10,15
GWE-65855975-X-446094-42,Locke Szymon,Very Positive,9.0,2020-10-15,Service Outage,Fort Lauderdale,Florida,Chatbot,Within SLA,13,Baltimore,Maryland,FL,10,15
LYW-55211016-o-930505-Js,Nial Topping,Neutral,6.0,2020-10-15,Billing Question,Washington,District of Columbia,Call-Center,Below SLA,16,Los Angeles,California,,10,15
AAM-67344603-W-581538-qn,Orazio Houten,Negative,5.0,2020-10-15,Billing Question,Clearwater,Florida,Web,Below SLA,36,Los Angeles,California,FL,10,15
JUL-95422920-V-676059-Ci,Gabey Fautly,Neutral,6.0,2020-10-15,Billing Question,Saint Petersburg,Florida,Call-Center,Within SLA,15,Los Angeles,California,FL,10,15
OKE-44195105-I-277851-US,Odilia Fidge,Neutral,5.0,2020-10-15,Billing Question,Boise,Idaho,Web,Within SLA,42,Los Angeles,California,ID,10,15
UYW-49142451-h-892051-Qz,Eugene Gurg,Very Negative,2.0,2020-10-15,Billing Question,El Paso,Texas,Chatbot,Within SLA,15,Denver,Colorado,TX,10,15
ZQK-13467579-8-874374-Mh,Delphine Romans,Negative,5.0,2020-10-15,Billing Question,Spokane,Washington,Call-Center,Above SLA,45,Los Angeles,California,WA,10,15
HVM-00408282-L-566497-QP,Lenette McTurley,Negative,5.0,2020-10-15,Billing Question,Monticello,Minnesota,Email,Within SLA,30,Baltimore,Maryland,MN,10,15
KZD-19656570-w-700801-jr,Law Zanardii,Very Negative,2.0,2020-10-15,Billing Question,Omaha,Nebraska,Chatbot,Within SLA,37,Baltimore,Maryland,NE,10,15
CTW-36683422-Z-493537-Vt,Beverley Sidney,Neutral,6.0,2020-10-15,Billing Question,Philadelphia,Pennsylvania,Web,Within SLA,33,Denver,Colorado,PA,10,15
GLQ-80876242-W-137184-57,Laure Studdert,Very Negative,2.0,2020-10-15,Billing Question,Saint Paul,Minnesota,Web,Within SLA,38,Baltimore,Maryland,MN,10,15
RRO-46484684-I-545694-Al,Ebony Fiddymont,Negative,5.0,2020-10-15,Payments,Raleigh,North Carolina,Call-Center,Within SLA,33,Baltimore,Maryland,NC,10,15
EGA-92176043-v-680927-BQ,Dory Spikings,Neutral,6.0,2020-10-15,Service Outage,Miami,Florida,Chatbot,Within SLA,21,Denver,Colorado,FL,10,15
NCD-58084048-O-641618-z7,Carline Leigh,Neutral,6.0,2020-10-15,Service Outage,White Plains,New York,Chatbot,Within SLA,41,Los Angeles,California,NY,10,15
PAT-00786667-C-108643-8C,Octavia Elphinston,Neutral,7.0,2020-10-15,Billing Question,San Antonio,Texas,Web,Within SLA,17,Denver,Colorado,TX,10,15
UUD-95461808-z-114878-wd,Milli Druhan,Negative,5.0,2020-10-15,Billing Question,New Hyde Park,New York,Email,Below SLA,42,Chicago,Illinois,NY,10,15
QKP-42800379-l-406415-bf,Annabela Ambridge,Negative,4.0,2020-10-15,Billing Question,Spokane,Washington,Call-Center,Within SLA,24,Los Angeles,California,WA,10,15
IDR-33642559-S-186726-Lk,Ernesta Triggle,Neutral,6.0,2020-10-15,Service Outage,Baltimore,Maryland,Chatbot,Within SLA,13,Baltimore,Maryland,MD,10,15
ZKX-14431838-N-965376-XJ,Morna Spalls,Negative,5.0,2020-10-15,Payments,Spokane,Washington,Call-Center,Within SLA,19,Baltimore,Maryland,WA,10,15
GAV-87053178-6-968448-Is,Kania Kristoffersen,Very Negative,2.0,2020-10-15,Billing Question,Albany,New York,Chatbot,Below SLA,8,Baltimore,Maryland,NY,10,15
ILY-23560629-X-368634-J1,Hastings Ricioppo,Neutral,6.0,2020-10-15,Billing Question,Garden Grove,California,Web,Within SLA,5,Chicago,Illinois,CA,10,15
HQG-45618131-W-149943-ZQ,Pepito Riddoch,Very Negative,4.0,2020-10-15,Billing Question,Chandler,Arizona,Call-Center,Below SLA,24,Los Angeles,California,AZ,10,15
NXT-51665476-E-409402-WX,Devondra Beautyman,Neutral,6.0,2020-10-15,Billing Question,Washington,District of Columbia,Chatbot,Within SLA,44,Baltimore,Maryland,,10,15
MYD-14403155-9-387709-24,Ericha Okenden,Neutral,7.0,2020-10-15,Billing Question,Richmond,Virginia,Chatbot,Within SLA,24,Denver,Colorado,VA,10,15
UVQ-63176224-g-214274-Ft,Sammie Rickeard,Negative,4.0,2020-10-15,Billing Question,Lima,Ohio,Call-Center,Within SLA,27,Denver,Colorado,OH,10,15
LBN-52328141-s-065853-1d,Adria Ledner,Neutral,6.0,2020-10-15,Billing Question,Boca Raton,Florida,Call-Center,Within SLA,5,Los Angeles,California,FL,10,15
IUT-10099692-9-154651-uQ,Inge Gaenor,Neutral,6.0,2020-10-15,Payments,Corpus Christi,Texas,Call-Center,Within SLA,6,Los Angeles,California,TX,10,15
CCH-77348383-6-786085-dx,Ky Harries,Positive,8.0,2020-10-15,Billing Question,Seattle,Washington,Email,Within SLA,12,Los Angeles,California,WA,10,15
FNK-08463821-i-036834-Ta,Nada Peskett,Negative,5.0,2020-10-15,Payments,Mobile,Alabama,Call-Center,Within SLA,34,Denver,Colorado,AL,10,15
KFE-32688830-T-679380-96,Boigie Mesnard,Negative,6.0,2020-10-15,Billing Question,Columbus,Ohio,Call-Center,Within SLA,31,Los Angeles,California,OH,10,15
JVC-03279563-1-640785-hL,Gunilla Swaden,Positive,8.0,2020-10-15,Service Outage,Kansas City,Kansas,Chatbot,Within SLA,14,Los Angeles,California,KS,10,15
DIZ-46566285-z-807633-s6,Galvin Critchard,Very Negative,3.0,2020-10-15,Billing Question,Austin,Texas,Chatbot,Within SLA,21,Baltimore,Maryland,TX,10,15
WVO-05106853-g-764049-di,Elbertine Adicot,Neutral,7.0,2020-10-15,Payments,New York City,New York,Call-Center,Above SLA,36,Baltimore,Maryland,NY,10,15
RWC-32754630-F-507321-6e,Baudoin Teodori,Very Negative,2.0,2020-10-15,Billing Question,Los Angeles,California,Call-Center,Within SLA,12,Los Angeles,California,CA,10,15
XBH-08138111-Q-160941-Ng,Robby Sangwine,Very Positive,9.0,2020-10-15,Payments,Erie,Pennsylvania,Call-Center,Within SLA,22,Chicago,Illinois,PA,10,15
DZM-32497024-Q-859802-OJ,Neille Kroin,Negative,5.0,2020-10-15,Service Outage,Honolulu,Hawaii,Chatbot,Within SLA,36,Baltimore,Maryland,HI,10,15
DBG-04172569-1-675922-1d,Anastassia Kitteman,Positive,9.0,2020-10-15,Service Outage,Canton,Ohio,Email,Above SLA,32,Chicago,Illinois,OH,10,15
KKZ-49236538-2-023115-er,Fee Tinniswood,Neutral,6.0,2020-10-15,Billing Question,Greensboro,North Carolina,Web,Within SLA,11,Baltimore,Maryland,NC,10,15
KIG-28541931-9-937454-jx,Norri Muggeridge,Neutral,6.0,2020-10-15,Billing Question,Hartford,Connecticut,Email,Above SLA,15,Chicago,Illinois,CT,10,15
VFJ-19581952-E-449725-QW,Florence Camilli,Very Negative,2.0,2020-10-15,Billing Question,Charleston,South Carolina,Call-Center,Below SLA,35,Baltimore,Maryland,SC,10,15
RST-98444709-v-112725-uX,Bobby Burchatt,Neutral,6.0,2020-10-15,Billing Question,Schenectady,New York,Call-Center,Within SLA,33,Los Angeles,California,NY,10,15
UWK-74441220-Y-676814-S0,Bennie Quipp,Very Negative,3.0,2020-10-15,Billing Question,Philadelphia,Pennsylvania,Call-Center,Within SLA,6,Baltimore,Maryland,PA,10,15
OUD-59324959-6-105320-2X,Clara Hegge,Negative,5.0,2020-10-15,Billing Question,Young America,Minnesota,Web,Within SLA,29,Baltimore,Maryland,MN,10,15
SWD-55985906-r-995202-aR,Giusto Stoaks,Neutral,6.0,2020-10-15,Service Outage,Phoenix,Arizona,Chatbot,Below SLA,45,Los Angeles,California,AZ,10,15
KVL-97285429-b-783019-h6,Agna Blankhorn,Negative,5.0,2020-10-15,Payments,Montgomery,Alabama,Call-Center,Within SLA,6,Los Angeles,California,AL,10,15
SYS-92174960-o-593755-Bl,Clarinda Boatman,Very Negative,2.0,2020-10-15,Billing Question,Washington,District of Columbia,Chatbot,Within SLA,32,Los Angeles,California,,10,15
RKZ-06290329-P-875989-gG,Katya Rutledge,Neutral,6.0,2020-10-15,Billing Question,Paterson,New Jersey,Email,Within SLA,30,Los Angeles,California,NJ,10,15
CQY-81924882-6-708364-L9,Dixie Crinion,Negative,5.0,2020-10-15,Payments,Warren,Michigan,Call-Center,Above SLA,21,Chicago,Illinois,MI,10,15
BQP-32943306-Q-622805-Nk,Joceline Panchen,Very Positive,9.0,2020-10-15,Service Outage,San Jose,California,Chatbot,Within SLA,13,Los Angeles,California,CA,10,15
DMH-59066096-a-932683-zP,Jorrie Jahn,Very Positive,9.0,2020-10-15,Billing Question,Houston,Texas,Chatbot,Within SLA,15,Baltimore,Maryland,TX,10,15
JRT-26015665-E-878826-Ti,Nerta Riggs,Positive,8.0,2020-10-15,Billing Question,Las Vegas,Nevada,Chatbot,Below SLA,21,Los Angeles,California,NV,10,15
XDQ-13258822-f-742183-IW,Susanetta Malkie,Neutral,6.0,2020-10-15,Billing Question,Nashville,Tennessee,Web,Within SLA,20,Los Angeles,California,TN,10,15
CXF-47766147-8-223964-Lk,Noam Hallock,Very Negative,2.0,2020-10-15,Payments,Davenport,Iowa,Call-Center,Above SLA,5,Los Angeles,California,IA,10,15
EHW-71408776-9-325098-Nc,Ruddie Atling,Neutral,6.0,2020-10-15,Payments,San Diego,California,Call-Center,Below SLA,31,Los Angeles,California,CA,10,15
HZH-26500007-p-597240-vU,Appolonia Glyssanne,Very Positive,9.0,2020-10-15,Billing Question,Dayton,Ohio,Chatbot,Below SLA,33,Los Angeles,California,OH,10,15
ZJV-80545275-3-897329-5b,Nert Burnyeat,Positive,8.0,2020-10-15,Billing Question,Champaign,Illinois,Web,Within SLA,18,Los Angeles,California,IL,10,15
JQU-95613145-y-703008-MU,Katuscha Testo,Negative,5.0,2020-10-15,Billing Question,Largo,Florida,Call-Center,Above SLA,40,Baltimore,Maryland,FL,10,15
COH-94386638-k-742113-xj,Pauletta McCurtin,Negative,3.0,2020-10-15,Service Outage,Ogden,Utah,Email,Below SLA,21,Los Angeles,California,UT,10,15
TGM-43055340-I-154143-Zj,Elton Bradford,Negative,5.0,2020-10-15,Payments,Honolulu,Hawaii,Call-Center,Within SLA,15,Los Angeles,California,HI,10,15
NBH-00918587-l-618323-7x,Anastasia Ball,Very Negative,2.0,2020-10-15,Billing Question,Tallahassee,Florida,Chatbot,Within SLA,5,Baltimore,Maryland,FL,10,15
CJY-46806615-L-647735-I3,Amanda Ruggles,Negative,5.0,2020-10-15,Service Outage,Las Vegas,Nevada,Chatbot,Below SLA,26,Denver,Colorado,NV,10,15
OZA-70584037-w-165323-vK,Stevy Bottlestone,Neutral,8.0,2020-10-15,Billing Question,Ogden,Utah,Call-Center,Below SLA,6,Denver,Colorado,UT,10,15
GLC-26619635-7-862592-cr,Naoma Gottelier,Neutral,6.0,2020-10-15,Billing Question,College Station,Texas,Chatbot,Below SLA,22,Chicago,Illinois,TX,10,15
RGS-59420072-2-856141-ul,Tucky Raund,Negative,5.0,2020-10-15,Billing Question,South Bend,Indiana,Email,Within SLA,6,Baltimore,Maryland,IN,10,15
AMJ-19841046-K-051620-d7,Irita Cleef,Negative,5.0,2020-10-15,Billing Question,Tampa,Florida,Web,Within SLA,21,Baltimore,Maryland,FL,10,15
VAI-22657272-W-016850-YL,Even Deener,Very Negative,2.0,2020-10-15,Billing Question,Kansas City,Missouri,Call-Center,Above SLA,33,Los Angeles,California,MO,10,15
JGC-46809693-k-971472-rG,Wendie Pittham,Negative,5.0,2020-10-15,Billing Question,Philadelphia,Pennsylvania,Call-Center,Above SLA,28,Los Angeles,California,PA,10,15
KQG-65752509-U-643019-sb,Charles Poltun,Neutral,6.0,2020-10-15,Billing Question,Detroit,Michigan,Email,Within SLA,18,Baltimore,Maryland,MI,10,15
UAQ-37227409-Z-158454-hS,Jori Keel,Very Positive,9.0,2020-10-15,Service Outage,Columbia,South Carolina,Email,Below SLA,34,Los Angeles,California,SC,10,15
HBG-98943385-9-900738-sI,Verne Norquay,Negative,3.0,2020-10-15,Billing Question,North Little Rock,Arkansas,Chatbot,Within SLA,25,Denver,Colorado,AR,10,15
RNU-06227396-w-511882-R0,Fairlie Anfrey,Negative,5.0,2020-10-15,Billing Question,Peoria,Illinois,Web,Within SLA,26,Los Angeles,California,IL,10,15
UPQ-38785469-Z-323240-lX,Lisbeth Chasles,Very Negative,3.0,2020-10-15,Billing Question,Shreveport,Louisiana,Email,Within SLA,31,Baltimore,Maryland,LA,10,15
FPM-30773514-Q-041294-iS,Lorrayne Gutowski,Negative,5.0,2020-10-15,Billing Question,Whittier,California,Email,Below SLA,32,Los Angeles,California,CA,10,15
XGC-16995217-L-495177-0j,Donn Bartolini,Very Positive,9.0,2020-10-15,Payments,Boise,Idaho,Call-Center,Within SLA,18,Los Angeles,California,ID,10,15
DDX-71753872-F-663764-Yp,Flori Hargrove,Very Negative,2.0,2020-10-15,Billing Question,Akron,Ohio,Chatbot,Below SLA,10,Los Angeles,California,OH,10,15
THO-83409135-o-803468-wu,Lemmy Whear,Negative,6.0,2020-10-15,Payments,Spokane,Washington,Call-Center,Below SLA,36,Baltimore,Maryland,WA,10,15
ZFP-34955371-K-053449-I9,Sianna Brislen,Very Positive,10.0,2020-10-15,Billing Question,Boise,Idaho,Call-Center,Below SLA,11,Los Angeles,California,ID,10,15
MSP-88106747-T-502964-In,Jerrylee Andreou,Neutral,6.0,2020-10-15,Billing Question,San Antonio,Texas,Web,Within SLA,17,Baltimore,Maryland,TX,10,15
GKQ-10659353-S-425222-SN,Benson Whaymand,Positive,7.0,2020-10-15,Service Outage,Orlando,Florida,Email,Within SLA,29,Baltimore,Maryland,FL,10,15
VTO-37440563-c-154991-fl,Lonny Keirle,Neutral,6.0,2020-10-15,Billing Question,Erie,Pennsylvania,Web,Within SLA,15,Los Angeles,California,PA,10,15
MCI-82949268-4-272095-L4,Farlie Janaszkiewicz,Positive,8.0,2020-10-15,Billing Question,Tulsa,Oklahoma,Chatbot,Within SLA,38,Chicago,Illinois,OK,10,15
LFX-67705606-v-754004-PL,Joseito Stickles,Negative,5.0,2020-10-15,Billing Question,Greensboro,North Carolina,Chatbot,Within SLA,9,Baltimore,Maryland,NC,10,15
MQD-01521200-d-510392-w1,Martino Raft,Negative,5.0,2020-10-15,Billing Question,Monticello,Minnesota,Chatbot,Below SLA,8,Los Angeles,California,MN,10,15
SSP-46297143-A-320187-jn,Wyatan Alphege,Neutral,6.0,2020-10-15,Billing Question,Lexington,Kentucky,Web,Below SLA,41,Los Angeles,California,KY,10,15
MXU-62431013-0-645722-uC,Wolf Haggish,Negative,5.0,2020-10-15,Payments,Huntsville,Texas,Call-Center,Within SLA,42,Los Angeles,California,TX,10,15
HRO-49561688-k-734290-we,Rochelle Dedden,Neutral,5.0,2020-10-15,Payments,Jackson,Mississippi,Call-Center,Below SLA,32,Baltimore,Maryland,MS,10,15
FSY-99868940-W-053804-Vb,Gail Antonsson,Negative,5.0,2020-10-15,Billing Question,Springfield,Illinois,Call-Center,Within SLA,18,Los Angeles,California,IL,10,15
OLK-46871304-D-603941-LQ,Bevon Aizikowitz,Neutral,7.0,2020-10-15,Billing Question,Newark,New Jersey,Web,Within SLA,10,Denver,Colorado,NJ,10,15
VSX-78833683-G-132447-HX,Gaylord Pranger,Negative,5.0,2020-10-15,Billing Question,Jamaica,New York,Chatbot,Below SLA,35,Baltimore,Maryland,NY,10,15
OUP-36275182-L-950515-yx,Cahra Brixham,Very Negative,2.0,2020-10-15,Payments,Pensacola,Florida,Call-Center,Within SLA,29,Chicago,Illinois,FL,10,15
BXN-84744698-0-834879-Ja,Ken Anthill,Very Negative,2.0,2020-10-15,Billing Question,Topeka,Kansas,Web,Below SLA,32,Baltimore,Maryland,KS,10,15
PWI-43883790-U-045324-lq,Stevana Moscrop,Negative,6.0,2020-10-15,Service Outage,Richmond,Virginia,Web,Within SLA,8,Los Angeles,California,VA,10,15
SDU-07951880-9-296090-CD,Ganny Gillon,Neutral,6.0,2020-10-15,Billing Question,San Diego,California,Call-Center,Below SLA,43,Baltimore,Maryland,CA,10,15
TRC-50718328-O-771497-9G,Josephine Bazell,Neutral,6.0,2020-10-15,Payments,New Orleans,Louisiana,Call-Center,Above SLA,21,Los Angeles,California,LA,10,15
MUC-05728355-G-444932-dr,Jacinda Bilson,Positive,8.0,2020-10-15,Billing Question,Fort Worth,Texas,Web,Within SLA,24,Baltimore,Maryland,TX,10,15
ZXO-65743814-U-336085-ol,Cristy Roj,Neutral,8.0,2020-10-15,Billing Question,Philadelphia,Pennsylvania,Web,Below SLA,23,Denver,Colorado,PA,10,15
GQQ-70119762-d-148827-Xy,Paulie Giorgioni,Negative,5.0,2020-10-15,Service Outage,Philadelphia,Pennsylvania,Email,Within SLA,16,Los Angeles,California,PA,10,15
JOZ-11092950-j-197012-TN,Dagmar Koenen,Very Negative,1.0,2020-10-15,Service Outage,Washington,District of Columbia,Email,Below SLA,32,Denver,Colorado,,10,15
WZC-19323601-4-397558-Eh,Evonne Gammett,Positive,7.0,2020-10-15,Payments,Gulfport,Mississippi,Call-Center,Within SLA,39,Baltimore,Maryland,MS,10,15
RRF-87650483-J-054688-FF,Rosemaria Trehearne,Positive,8.0,2020-10-15,Billing Question,Kansas City,Missouri,Chatbot,Above SLA,9,Baltimore,Maryland,MO,10,15
MZF-01499200-m-703956-q8,Tommie Mobberley,Negative,5.0,2020-10-15,Billing Question,Brooklyn,New York,Web,Within SLA,22,Los Angeles,California,NY,10,15
VFD-20058110-j-159670-fD,Julina Chatelot,Neutral,6.0,2020-10-15,Payments,Honolulu,Hawaii,Call-Center,Within SLA,38,Baltimore,Maryland,HI,10,15
TQQ-42645826-x-687175-mX,Shelba Lingwood,Neutral,8.0,2020-10-15,Payments,El Paso,Texas,Call-Center,Below SLA,32,Baltimore,Maryland,TX,10,15
IXK-67704359-1-040316-pV,Carey Edden,Negative,5.0,2020-10-15,Billing Question,Elmira,New York,Call-Center,Below SLA,20,Los Angeles,California,NY,10,15
KPC-09497098-Z-314975-DN,Eliza Timcke,Very Positive,9.0,2020-10-15,Service Outage,Peoria,Illinois,Web,Within SLA,31,Denver,Colorado,IL,10,15
JFJ-08825406-A-102105-wE,Jill Lafoy,Very Negative,2.0,2020-10-15,Billing Question,El Paso,Texas,Web,Within SLA,17,Los Angeles,California,TX,10,15
AYX-67872047-T-209710-kS,Roxi Drakers,Very Positive,10.0,2020-10-15,Payments,Tacoma,Washington,Call-Center,Below SLA,5,Baltimore,Maryland,WA,10,15
GRM-27924643-c-343900-Bd,Yale Indruch,Negative,5.0,2020-10-15,Billing Question,Littleton,Colorado,Chatbot,Within SLA,6,Chicago,Illinois,CO,10,15
SPQ-51561754-G-359819-8y,Janessa Nelius,Positive,8.0,2020-10-15,Billing Question,Fort Smith,Arkansas,Web,Within SLA,38,Los Angeles,California,AR,10,15
KMY-13429723-M-558967-fc,Vance Fippe,Negative,5.0,2020-10-15,Billing Question,Birmingham,Alabama,Call-Center,Within SLA,34,Chicago,Illinois,AL,10,15
IES-00522905-u-689186-UI,Viva Collete,Very Negative,2.0,2020-10-15,Billing Question,Salt Lake City,Utah,Call-Center,Within SLA,6,Los Angeles,California,UT,10,15
THT-70933403-9-823360-Wa,Alonso Aberhart,Negative,5.0,2020-10-15,Billing Question,Canton,Ohio,Call-Center,Below SLA,30,Los Angeles,California,OH,10,15
TXV-47814717-1-645297-xs,Sherry Venney,Neutral,6.0,2020-10-15,Billing Question,Montgomery,Alabama,Chatbot,Within SLA,24,Baltimore,Maryland,AL,10,15
EIV-72017069-X-902601-UQ,Clemence Gheorghescu,Very Positive,9.0,2020-10-15,Billing Question,Oklahoma City,Oklahoma,Web,Within SLA,6,Baltimore,Maryland,OK,10,15
JDL-12210560-F-722844-e8,Cecily Bassham,Negative,5.0,2020-10-15,Billing Question,Philadelphia,Pennsylvania,Web,Within SLA,33,Baltimore,Maryland,PA,10,15
BVG-22459516-V-441315-iy,Dewitt Amyes,Negative,4.0,2020-10-15,Service Outage,Ogden,Utah,Chatbot,Within SLA,28,Los Angeles,California,UT,10,15
WBY-44864106-c-163220-kE,Lanny Slad,Negative,5.0,2020-10-15,Service Outage,Macon,Georgia,Chatbot,Above SLA,18,Los Angeles,California,GA,10,15
VNL-17276143-y-458943-ZS,Antonino Belvard,Very Negative,2.0,2020-10-15,Billing Question,Gainesville,Florida,Call-Center,Above SLA,38,Los Angeles,California,FL,10,15
KFH-61834342-f-122443-Md,Gloriana Haythorne,Very Positive,10.0,2020-10-15,Service Outage,Buffalo,New York,Web,Within SLA,25,Los Angeles,California,NY,10,15
RXR-82931310-m-029381-39,Augustus Gallehawk,Neutral,6.0,2020-10-15,Billing Question,Kansas City,Missouri,Call-Center,Within SLA,45,Baltimore,Maryland,MO,10,15
SWF-05403775-0-851213-mB,Tracie Gionettitti,Very Negative,2.0,2020-10-15,Billing Question,Joliet,Illinois,Email,Below SLA,6,Los Angeles,California,IL,10,15
QQB-76284358-Y-409717-Je,Lutero Casassa,Very Positive,9.0,2020-10-15,Billing Question,Greenville,South Carolina,Call-Center,Below SLA,43,Los Angeles,California,SC,10,15
HQD-10933747-2-341413-BA,Tabby Takle,Neutral,6.0,2020-10-15,Billing Question,Torrance,California,Call-Center,Within SLA,17,Los Angeles,California,CA,10,15
GYP-10428619-v-786753-IL,Justin Alekhov,Very Negative,2.0,2020-10-15,Billing Question,Springfield,Missouri,Email,Below SLA,35,Los Angeles,California,MO,10,15
XAY-97470449-5-685479-Tx,Ame Cookney,Very Negative,3.0,2020-10-15,Billing Question,Washington,District of Columbia,Chatbot,Within SLA,17,Baltimore,Maryland,,10,15
GPI-58262098-4-480117-EE,Moore Carp,Neutral,5.0,2020-10-15,Billing Question,El Paso,Texas,Web,Above SLA,25,Chicago,Illinois,TX,10,15
SIL-25186828-g-906506-dA,Mariette Grigoli,Neutral,7.0,2020-10-15,Billing Question,Clearwater,Florida,Email,Below SLA,27,Los Angeles,California,FL,10,15
JHF-94473358-R-809547-55,Butch Wildish,Very Negative,3.0,2020-10-15,Service Outage,Washington,District of Columbia,Chatbot,Within SLA,39,Baltimore,Maryland,,10,15
FUA-61529656-2-997952-ZT,Cornall Heibel,Very Negative,2.0,2020-10-15,Service Outage,Los Angeles,California,Email,Below SLA,44,Los Angeles,California,CA,10,15
HMR-57369535-T-908381-Ba,Sanders Millican,Negative,5.0,2020-10-15,Billing Question,Detroit,Michigan,Email,Within SLA,38,Baltimore,Maryland,MI,10,15
ETR-46944013-p-280146-H2,Onofredo Espinha,Neutral,5.0,2020-10-15,Service Outage,Knoxville,Tennessee,Chatbot,Within SLA,16,Baltimore,Maryland,TN,10,15
LHZ-99072046-i-218970-cq,Winnah Jagiela,Very Negative,3.0,2020-10-15,Billing Question,Durham,North Carolina,Chatbot,Within SLA,16,Baltimore,Maryland,NC,10,15
BBG-55088895-t-189675-nO,Cati Hensmans,Negative,5.0,2020-10-15,Service Outage,Monticello,Minnesota,Chatbot,Below SLA,20,Denver,Colorado,MN,10,15
VIG-00291957-r-960259-b7,Inga Borley,Neutral,6.0,2020-10-15,Billing Question,New York City,New York,Chatbot,Above SLA,43,Baltimore,Maryland,NY,10,15
OMC-18291737-c-254367-P9,Valenka Alldre,Negative,4.0,2020-10-15,Billing Question,Greenville,South Carolina,Web,Within SLA,18,Denver,Colorado,SC,10,15
